Column1,index,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi,journal
3300,24730,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109310,Ecological Modelling
3301,24735,1,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109320,Ecological Modelling
3302,24737,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109280,Ecological Modelling
3303,24754,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109266,Ecological Modelling
3304,24755,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109282,Ecological Modelling
3305,24758,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109246,Ecological Modelling
3306,24761,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109263,Ecological Modelling
3307,24775,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109202,Ecological Modelling
3308,24776,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109210,Ecological Modelling
3309,24798,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109180,Ecological Modelling
3310,24801,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109183,Ecological Modelling
3311,24808,8,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,10.1016/j.ecolmodel.2020.109187,Ecological Modelling
3312,24813,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109194,Ecological Modelling
3313,24823,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109056,Ecological Modelling
3314,24832,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.1016/j.ecolmodel.2020.109137,Ecological Modelling
3315,24838,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109136,Ecological Modelling
3316,24842,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,10.1016/j.ecolmodel.2020.109071,Ecological Modelling
3317,24844,24,3,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109103,Ecological Modelling
3318,24852,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109076,Ecological Modelling
3319,24864,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109000,Ecological Modelling
3320,24875,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.108999,Ecological Modelling
3321,24880,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108927,Ecological Modelling
3322,24881,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.108994,Ecological Modelling
3323,24887,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.108985,Ecological Modelling
3324,24900,17,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.108947,Ecological Modelling
3325,24902,7,3,0,2,0,0,0,0,0,1,1,2,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,10.1016/j.ecolmodel.2020.108943,Ecological Modelling
3326,24917,8,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108924,Ecological Modelling
3327,24923,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108853,Ecological Modelling
3328,24928,3,6,0,0,0,1,0,0,0,0,0,5,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108870,Ecological Modelling
3329,24944,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108921,Ecological Modelling
3330,24947,17,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108837,Ecological Modelling
3331,24954,22,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108732,Ecological Modelling
3332,24957,37,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108855,Ecological Modelling
3333,24961,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108827,Ecological Modelling
3334,24965,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108820,Ecological Modelling
3335,24968,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108824,Ecological Modelling
3336,24972,7,10,0,1,0,3,0,0,0,0,0,9,1,0,0,0,0,5,3,1,0,2,0,0,0,0,0,1,10.1016/j.ecolmodel.2019.108784,Ecological Modelling
3337,24979,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108817,Ecological Modelling
3338,24985,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,10.1016/j.ecolmodel.2019.108775,Ecological Modelling
3339,24996,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1,10.1016/j.ecolmodel.2019.108734,Ecological Modelling
3340,25003,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108735,Ecological Modelling
3341,25010,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108719,Ecological Modelling
3342,25011,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108743,Ecological Modelling
3343,25022,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.05.008,Ecological Modelling
3344,25024,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.05.009,Ecological Modelling
3345,25026,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.013,Ecological Modelling
3346,25035,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.05.007,Ecological Modelling
3347,25049,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.011,Ecological Modelling
3348,25050,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.015,Ecological Modelling
3349,25051,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.03.009,Ecological Modelling
3350,25054,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.04.018,Ecological Modelling
3351,25055,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.04.019,Ecological Modelling
3352,25072,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.010,Ecological Modelling
3353,25079,23,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.018,Ecological Modelling
3354,25083,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.03.015,Ecological Modelling
3355,25085,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.03.014,Ecological Modelling
3356,25090,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.007,Ecological Modelling
3357,25094,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.003,Ecological Modelling
3358,25097,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.01.019,Ecological Modelling
3359,25098,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.01.014,Ecological Modelling
3360,25103,9,1,0,0,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.12.021,Ecological Modelling
3361,25122,9,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.12.024,Ecological Modelling
3362,25132,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.12.008,Ecological Modelling
3363,25138,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.11.008,Ecological Modelling
3364,25141,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.11.011,Ecological Modelling
3365,25143,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.1016/j.ecolmodel.2018.11.012,Ecological Modelling
3366,25147,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,79,10.1016/j.ecolmodel.2018.11.020,Ecological Modelling
3367,25149,92,2,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,49,0,0,0,4,0,0,0,0,1,0,10.1016/j.ecolmodel.2018.11.013,Ecological Modelling
3368,25166,9,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.09.025,Ecological Modelling
3369,25170,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.09.018,Ecological Modelling
3370,25172,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.08.004,Ecological Modelling
3371,25181,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.08.011,Ecological Modelling
3372,25190,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.07.017,Ecological Modelling
3373,25208,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.06.010,Ecological Modelling
3374,25210,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.07.001,Ecological Modelling
3375,25224,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.07.010,Ecological Modelling
3376,25240,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.06.009,Ecological Modelling
3377,25241,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.06.008,Ecological Modelling
3378,25255,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.1016/j.ecolmodel.2018.06.017,Ecological Modelling
3379,25256,58,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.06.028,Ecological Modelling
3380,25276,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.05.003,Ecological Modelling
3381,25284,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.04.013,Ecological Modelling
3382,25300,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.03.006,Ecological Modelling
3383,25325,24,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,4,0,0,0,0,0,0,4,0,10.1016/j.ecolmodel.2018.01.007,Ecological Modelling
3384,25336,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2017.10.017,Ecological Modelling
3385,25351,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2017.11.021,Ecological Modelling
3386,25352,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2017.10.011,Ecological Modelling
3387,25363,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2017.12.007,Ecological Modelling
3388,25377,21,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,10.1016/j.envsoft.2023.105745,Environmental Modelling & Software
3389,25379,14,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105751,Environmental Modelling & Software
3390,25381,51,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,15,1,5,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105762,Environmental Modelling & Software
3391,25385,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,2,0,1,0,0,0,0,0,0,10.1016/j.envsoft.2023.105730,Environmental Modelling & Software
3392,25387,70,22,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105713,Environmental Modelling & Software
3393,25390,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105749,Environmental Modelling & Software
3394,25392,3,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,10.1016/j.envsoft.2023.105711,Environmental Modelling & Software
3395,25393,0,0,0,7,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,33,10.1016/j.envsoft.2023.105722,Environmental Modelling & Software
3396,25394,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,10.1016/j.envsoft.2023.105712,Environmental Modelling & Software
3397,25397,0,9,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10.1016/j.envsoft.2023.105726,Environmental Modelling & Software
3398,25399,2,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105690,Environmental Modelling & Software
3399,25403,6,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.1016/j.envsoft.2023.105686,Environmental Modelling & Software
3400,25408,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,10.1016/j.envsoft.2023.105689,Environmental Modelling & Software
3401,25409,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,10.1016/j.envsoft.2023.105708,Environmental Modelling & Software
3402,25412,117,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,36,0,5,0,3,0,0,0,0,1,1,10.1016/j.envsoft.2023.105684,Environmental Modelling & Software
3403,25413,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105667,Environmental Modelling & Software
3404,25417,77,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10,0,15,0,0,0,0,0,0,0,8,10.1016/j.envsoft.2023.105669,Environmental Modelling & Software
3405,25419,11,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,10.1016/j.envsoft.2023.105663,Environmental Modelling & Software
3406,25421,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,6,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105685,Environmental Modelling & Software
3407,25422,10,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105668,Environmental Modelling & Software
3408,25423,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105687,Environmental Modelling & Software
3409,25425,65,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105658,Environmental Modelling & Software
3410,25428,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,1,10.1016/j.envsoft.2023.105639,Environmental Modelling & Software
3411,25429,42,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,20,10.1016/j.envsoft.2023.105643,Environmental Modelling & Software
3412,25431,67,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105654,Environmental Modelling & Software
3413,25433,35,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,10.1016/j.envsoft.2023.105634,Environmental Modelling & Software
3414,25435,2,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105656,Environmental Modelling & Software
3415,25437,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105653,Environmental Modelling & Software
3416,25439,51,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,11,0,3,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105659,Environmental Modelling & Software
3417,25442,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,4,0,0,0,0,0,0,10.1016/j.envsoft.2023.105623,Environmental Modelling & Software
3418,25448,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105629,Environmental Modelling & Software
3419,25449,3,4,0,3,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,8,33,26,10.1016/j.envsoft.2023.105636,Environmental Modelling & Software
3420,25450,5,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105622,Environmental Modelling & Software
3421,25451,12,0,8,0,0,4,0,0,0,0,0,1,0,0,0,0,0,6,2,0,0,1,0,0,0,1,0,15,10.1016/j.envsoft.2023.105632,Environmental Modelling & Software
3422,25453,33,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105577,Environmental Modelling & Software
3423,25456,77,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,27,2,1,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105581,Environmental Modelling & Software
3424,25457,2,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,1,10.1016/j.envsoft.2022.105592,Environmental Modelling & Software
3425,25459,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,10.1016/j.envsoft.2022.105591,Environmental Modelling & Software
3426,25461,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.1016/j.envsoft.2022.105587,Environmental Modelling & Software
3427,25466,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,10.1016/j.envsoft.2022.105604,Environmental Modelling & Software
3428,25468,8,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,10.1016/j.envsoft.2022.105606,Environmental Modelling & Software
3429,25470,38,7,0,2,0,2,0,0,0,1,1,8,0,0,0,0,0,20,3,1,0,2,0,0,0,0,0,0,10.1016/j.envsoft.2022.105609,Environmental Modelling & Software
3430,25472,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105612,Environmental Modelling & Software
3431,25481,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105574,Environmental Modelling & Software
3432,25484,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.1016/j.envsoft.2022.105576,Environmental Modelling & Software
3433,25486,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105580,Environmental Modelling & Software
3434,25489,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105588,Environmental Modelling & Software
3435,25490,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,10.1016/j.envsoft.2022.105584,Environmental Modelling & Software
3436,25492,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,1,10.1016/j.envsoft.2022.105529,Environmental Modelling & Software
3437,25496,2,6,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.envsoft.2022.105538,Environmental Modelling & Software
3438,25500,22,9,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,29,4,0,0,2,0,0,0,0,0,0,10.1016/j.envsoft.2022.105558,Environmental Modelling & Software
3439,25501,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,10.1016/j.envsoft.2022.105556,Environmental Modelling & Software
3440,25503,0,6,0,0,0,2,3,0,0,0,0,4,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,26,10.1016/j.envsoft.2022.105561,Environmental Modelling & Software
3441,25506,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,10.1016/j.envsoft.2022.105514,Environmental Modelling & Software
3442,25510,20,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,10,10.1016/j.envsoft.2022.105505,Environmental Modelling & Software
3443,25520,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,1,10.1016/j.envsoft.2022.105509,Environmental Modelling & Software
3444,25521,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105523,Environmental Modelling & Software
3445,25522,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.1016/j.envsoft.2022.105512,Environmental Modelling & Software
3446,25523,44,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105534,Environmental Modelling & Software
3447,25530,124,18,0,0,0,0,0,50,0,0,0,12,0,0,0,2,0,32,1,6,0,2,0,0,0,0,0,0,10.1016/j.envsoft.2022.105536,Environmental Modelling & Software
3448,25533,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105466,Environmental Modelling & Software
3449,25537,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2022.105490,Environmental Modelling & Software
