,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,Modeling,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi
22845,17,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2019.03.042
22857,17,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2019.03.061
22864,2,0,0,0,0,2,0,68,0,0,0,0,11,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2019.03.052
22879,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2019.03.026
22898,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2019.02.009
22946,0,0,10,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10.1016/j.oceaneng.2019.01.040
22952,7,0,0,0,0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2019.02.016
22980,54,1,0,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,10.1016/j.oceaneng.2018.12.051
22999,6,1,0,0,0,18,0,29,0,0,0,0,13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.12.058
23002,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.12.075
23029,9,34,0,0,0,0,0,0,0,0,0,0,28,0,0,5,0,0,6,1,0,0,1,0,0,0,0,0,0,10.1016/j.oceaneng.2019.01.003
23066,12,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,120,15,0,0,1,0,0,0,0,0,0,10.1016/j.oceaneng.2018.12.019
23095,12,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.08.007
23111,36,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.08.003
23114,12,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,10.1016/j.oceaneng.2018.07.062
23126,18,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.oceaneng.2018.08.029
23136,2,0,0,0,0,51,8,14,1,0,0,0,0,0,0,0,0,0,3,53,1,0,0,0,0,0,0,0,1,10.1016/j.oceaneng.2018.07.040
23148,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.07.047
23160,18,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.07.055
23163,61,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.07.035
23188,12,0,0,0,0,0,0,10,0,0,1,0,0,0,0,9,0,0,6,1,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.06.056
23206,0,0,84,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.06.067
23223,4,0,0,0,4,0,32,14,0,1,0,0,0,0,0,0,0,0,2,0,0,10,2,0,0,0,0,0,2,10.1016/j.oceaneng.2018.06.018
23244,20,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.06.011
23300,6,0,0,0,0,0,0,95,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.04.098
23319,18,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.04.058
23346,15,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.04.065
23366,32,11,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.03.085
23388,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.02.042
23427,0,0,0,0,0,27,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10.1016/j.oceaneng.2018.03.052
23439,39,2,0,0,0,1,0,12,2,0,0,0,5,1,0,0,1,0,22,4,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.03.038
23451,0,0,0,0,0,13,0,24,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.02.016
23462,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.03.006
23481,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.02.007
23526,1,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2018.01.101
23618,19,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2017.12.037
23647,0,0,0,1,0,26,1,29,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,0,10.1016/j.oceaneng.2017.12.035
23659,10,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2017.12.009
23666,78,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2017.12.022
23712,21,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10.1016/j.oceaneng.2017.08.017
23731,35,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2017.08.047
23751,0,0,0,0,26,0,0,9,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10.1016/j.oceaneng.2017.09.044
23762,15,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15,1,0,1,0,0,0,0,0,0,0,10.1016/j.ocemod.2023.102213
23781,30,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2023.102202
23785,12,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2023.102169
23790,16,2,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2023.102174
23795,21,0,0,0,0,1,0,24,0,0,0,0,1,0,0,0,0,0,17,1,1,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2023.102179
23807,11,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2022.102158
23810,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2022.102119
23827,19,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25,1,0,0,3,0,0,0,0,0,0,10.1016/j.ocemod.2022.102092
23832,18,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2022.102059
23853,40,1,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2022.101978
23864,14,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2021.101929
23874,26,1,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2021.101898
23898,47,1,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2021.101832
23916,39,1,0,0,0,0,0,17,0,0,0,0,2,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2020.101748
23939,51,1,0,0,0,0,0,24,0,0,2,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2020.101707
23951,16,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2020.101695
23973,28,1,0,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2020.101617
24014,11,7,0,0,0,0,0,69,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,1,10.1016/j.ocemod.2019.101458
24028,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,10.1016/j.ocemod.2019.101402
24042,21,1,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2019.02.010
24092,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,10.1016/j.ocemod.2018.07.003
24120,29,0,0,0,0,0,0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ocemod.2018.02.002
24162,27,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,10.1016/j.ecolmodel.2023.110394
24179,24,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.ecolmodel.2023.110399
24210,14,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2023.110376
24218,27,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2023.110301
24221,10,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2023.110305
24240,0,0,0,0,0,13,0,9,0,0,0,0,1,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2023.110285
24246,58,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110259
24274,65,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110250
24277,21,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110256
24281,20,3,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,10.1016/j.ecolmodel.2022.110242
24311,95,1,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110231
24323,12,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110154
24333,27,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110166
24350,31,4,1,8,0,0,0,15,0,0,2,2,1,0,0,0,0,0,7,0,0,0,6,0,0,0,0,1,0,10.1016/j.ecolmodel.2022.110147
24362,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110073
24364,12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110080
24367,27,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110089
24375,13,2,0,0,0,2,0,15,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110108
24392,19,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110058
24395,0,1,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110059
24396,0,1,0,2,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110062
24407,7,2,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.110001
24408,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.109997
24458,6,0,0,0,0,1,0,42,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.109968
24462,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.109913
24475,19,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.109881
24495,29,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2022.109874
24501,31,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109818
24504,18,1,0,7,0,5,0,0,0,0,0,0,2,1,0,0,0,0,11,3,0,0,7,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109836
24509,2,0,0,0,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109813
24514,16,3,0,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,6,1,0,0,3,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109850
24531,4,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109765
24544,9,1,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,12,1,0,0,1,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109754
24548,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109708
24564,58,34,0,0,0,0,0,29,0,1,0,0,15,0,0,0,0,0,22,2,0,0,1,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109685
24583,40,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109671
24596,18,0,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109639
24604,18,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109607
24612,16,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109568
24613,14,1,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.1016/j.ecolmodel.2021.109594
24625,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109555
24635,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109502
24651,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109493
24654,1,45,0,0,0,0,0,5,0,0,0,0,46,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2021.109453
24688,11,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109385
24716,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109322
24720,14,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109331
24731,0,0,0,0,0,0,0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109296
24754,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109266
24775,34,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109202
24776,47,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109210
24813,18,0,0,0,0,0,0,18,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109194
24838,39,1,0,0,0,0,0,12,1,0,0,0,0,0,0,0,1,0,6,0,2,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109136
24840,1,0,0,0,0,0,0,14,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109086
24842,8,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,10.1016/j.ecolmodel.2020.109071
24844,24,3,0,0,0,1,0,10,0,0,0,0,4,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109103
24864,2,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.109000
24900,17,2,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2020.108947
24947,17,2,0,0,0,1,0,13,0,0,0,0,2,1,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108837
24954,22,0,0,0,0,0,0,3,0,0,0,0,27,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108732
24957,37,0,0,0,0,1,0,5,0,0,0,0,2,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108855
24968,10,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108824
24972,7,10,0,1,0,3,0,46,0,0,0,0,9,1,0,0,0,0,5,3,1,0,2,0,0,0,0,0,1,10.1016/j.ecolmodel.2019.108784
24987,3,0,0,1,0,17,0,14,0,0,0,0,2,0,0,0,0,0,7,18,0,0,2,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108779
24996,24,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,1,10.1016/j.ecolmodel.2019.108734
25003,11,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108735
25010,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.108719
25030,0,0,0,0,0,44,0,17,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.05.015
25035,14,0,0,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.05.007
25049,10,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.011
25050,14,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.015
25072,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.010
25079,23,2,0,0,0,0,0,53,0,0,0,0,2,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.018
25093,0,0,0,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.008
25097,25,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.01.019
25099,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.12.014
25103,9,1,0,0,0,0,0,9,46,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.12.021
25104,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,0,0,0,0,0,0,10.1016/j.ecolmodel.2019.02.002
25143,17,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10.1016/j.ecolmodel.2018.11.012
25147,35,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,79,10.1016/j.ecolmodel.2018.11.020
25149,92,2,0,1,0,0,1,27,0,0,0,0,2,0,0,0,0,0,49,0,0,0,4,0,0,0,0,1,0,10.1016/j.ecolmodel.2018.11.013
25168,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,10.1016/j.ecolmodel.2018.10.008
25173,0,0,0,0,0,16,0,11,0,0,0,0,2,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.09.019
25181,27,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.08.011
25185,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.09.001
25190,12,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.07.017
25240,19,1,0,0,0,0,0,35,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.06.009
25263,17,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.05.019
25325,24,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,4,0,0,0,0,0,0,4,0,10.1016/j.ecolmodel.2018.01.007
25326,0,0,0,0,0,18,0,36,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2018.01.006
25336,10,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.ecolmodel.2017.10.017
25381,51,3,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,15,1,5,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105762
25387,70,22,0,0,1,0,0,1,0,0,0,0,17,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105713
25393,0,0,0,7,0,1,0,30,0,0,7,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,33,10.1016/j.envsoft.2023.105722
25408,0,15,0,0,0,0,0,78,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,5,10.1016/j.envsoft.2023.105689
25412,117,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,0,36,0,5,0,3,0,0,0,0,1,1,10.1016/j.envsoft.2023.105684
25413,17,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105667
25417,77,3,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,10,0,15,0,0,0,0,0,0,0,8,10.1016/j.envsoft.2023.105669
25421,45,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,2,6,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105685
25422,10,10,0,0,0,0,0,20,0,0,0,0,9,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105668
25425,65,3,0,0,0,0,0,32,0,0,0,0,3,1,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105658
25429,42,0,0,0,0,2,0,11,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,20,10.1016/j.envsoft.2023.105643
25431,67,1,0,0,0,0,0,13,0,0,2,0,1,0,0,0,0,0,30,1,1,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105654
25432,5,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10.1016/j.envsoft.2023.105640
25433,35,2,0,0,0,0,0,40,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,10.1016/j.envsoft.2023.105634
25439,51,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,1,0,11,0,3,0,0,0,0,0,0,0,0,10.1016/j.envsoft.2023.105659
